,Borough,2010 NYC Borough Code,PUMA,censustract,HSI,Device,WGTP,withoutHSI,WithoutDevice
620,Brooklyn,3,04007,36047036502,26170,32147,43558,39.9191882088,26.1972542357
621,Brooklyn,3,04007,36047036700,26170,32147,43558,39.9191882088,26.1972542357
622,Brooklyn,3,04007,36047036900,26170,32147,43558,39.9191882088,26.1972542357
623,Brooklyn,3,04007,36047037100,26170,32147,43558,39.9191882088,26.1972542357
624,Brooklyn,3,04007,36047037300,26170,32147,43558,39.9191882088,26.1972542357
625,Brooklyn,3,04002,36047040900,30383,35432,45803,33.6659170797,22.6426216623
626,Brooklyn,3,04002,36047042700,30383,35432,45803,33.6659170797,22.6426216623
627,Brooklyn,3,04002,36047042900,30383,35432,45803,33.6659170797,22.6426216623
628,Brooklyn,3,04002,36047043100,30383,35432,45803,33.6659170797,22.6426216623
629,Brooklyn,3,04002,36047043300,30383,35432,45803,33.6659170797,22.6426216623
630,Brooklyn,3,04002,36047043500,30383,35432,45803,33.6659170797,22.6426216623
631,Brooklyn,3,04002,36047043700,30383,35432,45803,33.6659170797,22.6426216623
632,Brooklyn,3,04002,36047043900,30383,35432,45803,33.6659170797,22.6426216623
633,Brooklyn,3,04002,36047044100,30383,35432,45803,33.6659170797,22.6426216623
634,Brooklyn,3,04002,36047044300,30383,35432,45803,33.6659170797,22.6426216623
635,Brooklyn,3,04002,36047044500,30383,35432,45803,33.6659170797,22.6426216623
636,Brooklyn,3,04002,36047044700,30383,35432,45803,33.6659170797,22.6426216623
637,Brooklyn,3,04002,36047045300,30383,35432,45803,33.6659170797,22.6426216623
638,Brooklyn,3,04002,36047028501,30383,35432,45803,33.6659170797,22.6426216623
639,Brooklyn,3,04002,36047038900,30383,35432,45803,33.6659170797,22.6426216623
640,Brooklyn,3,04002,36047039100,30383,35432,45803,33.6659170797,22.6426216623
641,Brooklyn,3,04002,36047039300,30383,35432,45803,33.6659170797,22.6426216623
642,Brooklyn,3,04002,36047039500,30383,35432,45803,33.6659170797,22.6426216623
643,Brooklyn,3,04002,36047039700,30383,35432,45803,33.6659170797,22.6426216623
644,Brooklyn,3,04002,36047039900,30383,35432,45803,33.6659170797,22.6426216623
645,Brooklyn,3,04002,36047040100,30383,35432,45803,33.6659170797,22.6426216623
646,Brooklyn,3,04002,36047040300,30383,35432,45803,33.6659170797,22.6426216623
647,Brooklyn,3,04002,36047040500,30383,35432,45803,33.6659170797,22.6426216623
648,Brooklyn,3,04002,36047041100,30383,35432,45803,33.6659170797,22.6426216623
649,Brooklyn,3,04002,36047041300,30383,35432,45803,33.6659170797,22.6426216623
650,Brooklyn,3,04002,36047041500,30383,35432,45803,33.6659170797,22.6426216623
651,Brooklyn,3,04002,36047041700,30383,35432,45803,33.6659170797,22.6426216623
652,Brooklyn,3,04002,36047041900,30383,35432,45803,33.6659170797,22.6426216623
653,Brooklyn,3,04002,36047042100,30383,35432,45803,33.6659170797,22.6426216623
654,Brooklyn,3,04002,36047042300,30383,35432,45803,33.6659170797,22.6426216623
655,Brooklyn,3,04002,36047042500,30383,35432,45803,33.6659170797,22.6426216623
656,Brooklyn,3,04002,36047048500,30383,35432,45803,33.6659170797,22.6426216623
657,Brooklyn,3,04002,36047048900,30383,35432,45803,33.6659170797,22.6426216623
658,Brooklyn,3,04002,36047049300,30383,35432,45803,33.6659170797,22.6426216623
659,Brooklyn,3,04002,36047040700,30383,35432,45803,33.6659170797,22.6426216623
660,Brooklyn,3,04009,36047095000,51469,57257,66492,22.5936954822,13.8888888889
661,Brooklyn,3,04009,36047095400,51469,57257,66492,22.5936954822,13.8888888889
662,Brooklyn,3,04009,36047095600,51469,57257,66492,22.5936954822,13.8888888889
663,Brooklyn,3,04009,36047095800,51469,57257,66492,22.5936954822,13.8888888889
664,Brooklyn,3,04009,36047096000,51469,57257,66492,22.5936954822,13.8888888889
665,Brooklyn,3,04009,36047096200,51469,57257,66492,22.5936954822,13.8888888889
666,Brooklyn,3,04009,36047096400,51469,57257,66492,22.5936954822,13.8888888889
667,Brooklyn,3,04009,36047096600,51469,57257,66492,22.5936954822,13.8888888889
668,Brooklyn,3,04009,36047096800,51469,57257,66492,22.5936954822,13.8888888889
669,Brooklyn,3,04009,36047097000,51469,57257,66492,22.5936954822,13.8888888889
670,Brooklyn,3,04009,36047097400,51469,57257,66492,22.5936954822,13.8888888889
671,Brooklyn,3,04009,36047098200,51469,57257,66492,22.5936954822,13.8888888889
672,Brooklyn,3,04009,36047098400,51469,57257,66492,22.5936954822,13.8888888889
673,Brooklyn,3,04009,36047098600,51469,57257,66492,22.5936954822,13.8888888889
674,Brooklyn,3,04009,36047098800,51469,57257,66492,22.5936954822,13.8888888889
675,Brooklyn,3,04009,36047099000,51469,57257,66492,22.5936954822,13.8888888889
676,Brooklyn,3,04009,36047099200,51469,57257,66492,22.5936954822,13.8888888889
677,Brooklyn,3,04009,36047099400,51469,57257,66492,22.5936954822,13.8888888889
678,Brooklyn,3,04009,36047099600,51469,57257,66492,22.5936954822,13.8888888889
679,Brooklyn,3,04009,36047099800,51469,57257,66492,22.5936954822,13.8888888889
680,Brooklyn,3,04009,36047100400,51469,57257,66492,22.5936954822,13.8888888889
681,Brooklyn,3,04009,36047100600,51469,57257,66492,22.5936954822,13.8888888889
682,Brooklyn,3,04009,36047100800,51469,57257,66492,22.5936954822,13.8888888889
683,Brooklyn,3,04009,36047101000,51469,57257,66492,22.5936954822,13.8888888889
684,Brooklyn,3,04009,36047101200,51469,57257,66492,22.5936954822,13.8888888889
685,Brooklyn,3,04009,36047101400,51469,57257,66492,22.5936954822,13.8888888889
686,Brooklyn,3,04009,36047101600,51469,57257,66492,22.5936954822,13.8888888889
687,Brooklyn,3,04009,36047101800,51469,57257,66492,22.5936954822,13.8888888889
688,Brooklyn,3,04009,36047102000,51469,57257,66492,22.5936954822,13.8888888889
689,Brooklyn,3,04009,36047102200,51469,57257,66492,22.5936954822,13.8888888889
690,Brooklyn,3,04009,36047102400,51469,57257,66492,22.5936954822,13.8888888889
691,Brooklyn,3,04009,36047102600,51469,57257,66492,22.5936954822,13.8888888889
692,Brooklyn,3,04009,36047102800,51469,57257,66492,22.5936954822,13.8888888889
693,Brooklyn,3,04009,36047103400,51469,57257,66492,22.5936954822,13.8888888889
694,Brooklyn,3,04009,36047065000,51469,57257,66492,22.5936954822,13.8888888889
695,Brooklyn,3,04009,36047067200,51469,57257,66492,22.5936954822,13.8888888889
696,Brooklyn,3,04009,36047067400,51469,57257,66492,22.5936954822,13.8888888889
697,Brooklyn,3,04009,36047067600,51469,57257,66492,22.5936954822,13.8888888889
698,Brooklyn,3,04009,36047067800,51469,57257,66492,22.5936954822,13.8888888889
699,Brooklyn,3,04009,36047068000,51469,57257,66492,22.5936954822,13.8888888889
700,Brooklyn,3,04009,36047068200,51469,57257,66492,22.5936954822,13.8888888889
701,Brooklyn,3,04009,36047068800,51469,57257,66492,22.5936954822,13.8888888889
702,Brooklyn,3,04009,36047069000,51469,57257,66492,22.5936954822,13.8888888889
703,Brooklyn,3,04009,36047069200,51469,57257,66492,22.5936954822,13.8888888889
704,Brooklyn,3,04009,36047072000,51469,57257,66492,22.5936954822,13.8888888889
705,Brooklyn,3,04009,36047072200,51469,57257,66492,22.5936954822,13.8888888889
706,Brooklyn,3,04009,36047072400,51469,57257,66492,22.5936954822,13.8888888889
707,Brooklyn,3,04009,36047072600,51469,57257,66492,22.5936954822,13.8888888889
708,Brooklyn,3,04009,36047072800,51469,57257,66492,22.5936954822,13.8888888889
709,Brooklyn,3,04009,36047073000,51469,57257,66492,22.5936954822,13.8888888889
710,Brooklyn,3,04009,36047073200,51469,57257,66492,22.5936954822,13.8888888889
711,Brooklyn,3,04009,36047073400,51469,57257,66492,22.5936954822,13.8888888889
712,Brooklyn,3,04009,36047073600,51469,57257,66492,22.5936954822,13.8888888889
713,Brooklyn,3,04009,36047073800,51469,57257,66492,22.5936954822,13.8888888889
714,Brooklyn,3,04009,36047074000,51469,57257,66492,22.5936954822,13.8888888889
715,Brooklyn,3,04009,36047074200,51469,57257,66492,22.5936954822,13.8888888889
716,Brooklyn,3,04009,36047074400,51469,57257,66492,22.5936954822,13.8888888889
717,Brooklyn,3,04009,36047074600,51469,57257,66492,22.5936954822,13.8888888889
718,Brooklyn,3,04009,36047077600,51469,57257,66492,22.5936954822,13.8888888889
719,Brooklyn,3,04009,36047094401,51469,57257,66492,22.5936954822,13.8888888889
720,Brooklyn,3,04009,36047094402,51469,57257,66492,22.5936954822,13.8888888889
721,Brooklyn,3,04009,36047063600,51469,57257,66492,22.5936954822,13.8888888889
722,Brooklyn,3,04009,36047064000,51469,57257,66492,22.5936954822,13.8888888889
723,Brooklyn,3,04009,36047064400,51469,57257,66492,22.5936954822,13.8888888889
724,Brooklyn,3,04009,36047064600,51469,57257,66492,22.5936954822,13.8888888889
725,Brooklyn,3,04009,36047064800,51469,57257,66492,22.5936954822,13.8888888889
726,Brooklyn,3,04009,36047065200,51469,57257,66492,22.5936954822,13.8888888889
727,Brooklyn,3,04009,36047065400,51469,57257,66492,22.5936954822,13.8888888889
728,Brooklyn,3,04009,36047065600,51469,57257,66492,22.5936954822,13.8888888889
729,Brooklyn,3,04009,36047065800,51469,57257,66492,22.5936954822,13.8888888889
730,Brooklyn,3,04009,36047066000,51469,57257,66492,22.5936954822,13.8888888889
731,Brooklyn,3,04009,36047066200,51469,57257,66492,22.5936954822,13.8888888889
732,Brooklyn,3,04009,36047067000,51469,57257,66492,22.5936954822,13.8888888889
733,Brooklyn,3,04009,36047068600,51469,57257,66492,22.5936954822,13.8888888889
734,Brooklyn,3,04009,36047069601,51469,57257,66492,22.5936954822,13.8888888889
735,Brooklyn,3,04009,36047069602,51469,57257,66492,22.5936954822,13.8888888889
736,Brooklyn,3,04009,36047069800,51469,57257,66492,22.5936954822,13.8888888889
737,Brooklyn,3,04009,36047070000,51469,57257,66492,22.5936954822,13.8888888889
738,Brooklyn,3,04009,36047070201,51469,57257,66492,22.5936954822,13.8888888889
739,Brooklyn,3,04009,36047070600,51469,57257,66492,22.5936954822,13.8888888889
740,Brooklyn,3,04009,36047066600,51469,57257,66492,22.5936954822,13.8888888889
741,Brooklyn,3,04009,36047070202,51469,57257,66492,22.5936954822,13.8888888889
742,Brooklyn,3,04009,36047070203,51469,57257,66492,22.5936954822,13.8888888889
743,Brooklyn,3,04005,36047004500,42127,44477,49115,14.2278326377,9.44314364247
744,Brooklyn,3,04005,36047004700,42127,44477,49115,14.2278326377,9.44314364247
745,Brooklyn,3,04005,36047004900,42127,44477,49115,14.2278326377,9.44314364247
746,Brooklyn,3,04005,36047005100,42127,44477,49115,14.2278326377,9.44314364247
747,Brooklyn,3,04005,36047005300,42127,44477,49115,14.2278326377,9.44314364247
748,Brooklyn,3,04005,36047005900,42127,44477,49115,14.2278326377,9.44314364247
749,Brooklyn,3,04005,36047006300,42127,44477,49115,14.2278326377,9.44314364247
750,Brooklyn,3,04005,36047006500,42127,44477,49115,14.2278326377,9.44314364247
751,Brooklyn,3,04005,36047006700,42127,44477,49115,14.2278326377,9.44314364247
752,Brooklyn,3,04005,36047007500,42127,44477,49115,14.2278326377,9.44314364247
753,Brooklyn,3,04005,36047007700,42127,44477,49115,14.2278326377,9.44314364247
754,Brooklyn,3,04005,36047008500,42127,44477,49115,14.2278326377,9.44314364247
755,Brooklyn,3,04005,36047011700,42127,44477,49115,14.2278326377,9.44314364247
756,Brooklyn,3,04005,36047011900,42127,44477,49115,14.2278326377,9.44314364247
757,Brooklyn,3,04005,36047012100,42127,44477,49115,14.2278326377,9.44314364247
758,Brooklyn,3,04005,36047012901,42127,44477,49115,14.2278326377,9.44314364247
759,Brooklyn,3,04005,36047012902,42127,44477,49115,14.2278326377,9.44314364247
760,Brooklyn,3,04005,36047013100,42127,44477,49115,14.2278326377,9.44314364247
761,Brooklyn,3,04005,36047013300,42127,44477,49115,14.2278326377,9.44314364247
762,Brooklyn,3,04005,36047013500,42127,44477,49115,14.2278326377,9.44314364247
763,Brooklyn,3,04005,36047013700,42127,44477,49115,14.2278326377,9.44314364247
764,Brooklyn,3,04005,36047013900,42127,44477,49115,14.2278326377,9.44314364247
765,Brooklyn,3,04005,36047014100,42127,44477,49115,14.2278326377,9.44314364247
766,Brooklyn,3,04005,36047014300,42127,44477,49115,14.2278326377,9.44314364247
767,Brooklyn,3,04005,36047014900,42127,44477,49115,14.2278326377,9.44314364247
768,Brooklyn,3,04005,36047015100,42127,44477,49115,14.2278326377,9.44314364247
769,Brooklyn,3,04005,36047015300,42127,44477,49115,14.2278326377,9.44314364247
770,Brooklyn,3,04005,36047015500,42127,44477,49115,14.2278326377,9.44314364247
771,Brooklyn,3,04005,36047015700,42127,44477,49115,14.2278326377,9.44314364247
772,Brooklyn,3,04005,36047015900,42127,44477,49115,14.2278326377,9.44314364247
773,Brooklyn,3,04005,36047016500,42127,44477,49115,14.2278326377,9.44314364247
774,Brooklyn,3,04005,36047016700,42127,44477,49115,14.2278326377,9.44314364247
775,Brooklyn,3,04005,36047017700,42127,44477,49115,14.2278326377,9.44314364247
776,Brooklyn,3,04006,36047021700,31830,40154,51642,38.3641222261,22.2454591224
777,Brooklyn,3,04006,36047021900,31830,40154,51642,38.3641222261,22.2454591224
778,Brooklyn,3,04006,36047022100,31830,40154,51642,38.3641222261,22.2454591224
779,Brooklyn,3,04006,36047024700,31830,40154,51642,38.3641222261,22.2454591224
780,Brooklyn,3,04006,36047027100,31830,40154,51642,38.3641222261,22.2454591224
781,Brooklyn,3,04006,36047029700,31830,40154,51642,38.3641222261,22.2454591224
782,Brooklyn,3,04006,36047029900,31830,40154,51642,38.3641222261,22.2454591224
783,Brooklyn,3,04006,36047030500,31830,40154,51642,38.3641222261,22.2454591224
784,Brooklyn,3,04006,36047030700,31830,40154,51642,38.3641222261,22.2454591224
785,Brooklyn,3,04006,36047030900,31830,40154,51642,38.3641222261,22.2454591224
786,Brooklyn,3,04006,36047031100,31830,40154,51642,38.3641222261,22.2454591224
787,Brooklyn,3,04006,36047031300,31830,40154,51642,38.3641222261,22.2454591224
788,Brooklyn,3,04006,36047031500,31830,40154,51642,38.3641222261,22.2454591224
789,Brooklyn,3,04006,36047031701,31830,40154,51642,38.3641222261,22.2454591224
790,Brooklyn,3,04006,36047031702,31830,40154,51642,38.3641222261,22.2454591224
791,Brooklyn,3,04006,36047033700,31830,40154,51642,38.3641222261,22.2454591224
792,Brooklyn,3,04006,36047033900,31830,40154,51642,38.3641222261,22.2454591224
793,Brooklyn,3,04006,36047034100,31830,40154,51642,38.3641222261,22.2454591224
794,Brooklyn,3,04006,36047034300,31830,40154,51642,38.3641222261,22.2454591224
795,Brooklyn,3,04006,36047034500,31830,40154,51642,38.3641222261,22.2454591224
796,Brooklyn,3,04006,36047034700,31830,40154,51642,38.3641222261,22.2454591224
797,Brooklyn,3,04006,36047034900,31830,40154,51642,38.3641222261,22.2454591224
798,Brooklyn,3,04006,36047035100,31830,40154,51642,38.3641222261,22.2454591224
799,Brooklyn,3,04006,36047035300,31830,40154,51642,38.3641222261,22.2454591224
800,Brooklyn,3,04006,36047035700,31830,40154,51642,38.3641222261,22.2454591224
801,Brooklyn,3,04006,36047035900,31830,40154,51642,38.3641222261,22.2454591224
802,Brooklyn,3,04006,36047038100,31830,40154,51642,38.3641222261,22.2454591224
803,Brooklyn,3,04006,36047016100,31830,40154,51642,38.3641222261,22.2454591224
804,Brooklyn,3,04006,36047016300,31830,40154,51642,38.3641222261,22.2454591224
805,Brooklyn,3,04006,36047020300,31830,40154,51642,38.3641222261,22.2454591224
806,Brooklyn,3,04006,36047020500,31830,40154,51642,38.3641222261,22.2454591224
807,Brooklyn,3,04006,36047020700,31830,40154,51642,38.3641222261,22.2454591224
808,Brooklyn,3,04006,36047021500,31830,40154,51642,38.3641222261,22.2454591224
809,Brooklyn,3,04011,36047021300,27654,30198,38793,28.7139432372,22.1560590828
810,Brooklyn,3,04011,36047031900,27654,30198,38793,28.7139432372,22.1560590828
811,Brooklyn,3,04011,36047032100,27654,30198,38793,28.7139432372,22.1560590828
812,Brooklyn,3,04011,36047032300,27654,30198,38793,28.7139432372,22.1560590828
813,Brooklyn,3,04011,36047032500,27654,30198,38793,28.7139432372,22.1560590828
814,Brooklyn,3,04011,36047033100,27654,30198,38793,28.7139432372,22.1560590828
815,Brooklyn,3,04011,36047033300,27654,30198,38793,28.7139432372,22.1560590828
816,Brooklyn,3,04011,36047033500,27654,30198,38793,28.7139432372,22.1560590828
817,Brooklyn,3,04011,36047035500,27654,30198,38793,28.7139432372,22.1560590828
818,Brooklyn,3,04011,36047032700,27654,30198,38793,28.7139432372,22.1560590828
819,Brooklyn,3,04011,36047032900,27654,30198,38793,28.7139432372,22.1560590828
820,Brooklyn,3,04011,36047079601,27654,30198,38793,28.7139432372,22.1560590828
821,Brooklyn,3,04011,36047079602,27654,30198,38793,28.7139432372,22.1560590828
822,Brooklyn,3,04011,36047079801,27654,30198,38793,28.7139432372,22.1560590828
823,Brooklyn,3,04011,36047079802,27654,30198,38793,28.7139432372,22.1560590828
824,Brooklyn,3,04011,36047080000,27654,30198,38793,28.7139432372,22.1560590828
825,Brooklyn,3,04011,36047080200,27654,30198,38793,28.7139432372,22.1560590828
826,Brooklyn,3,04011,36047080400,27654,30198,38793,28.7139432372,22.1560590828
827,Brooklyn,3,04011,36047080600,27654,30198,38793,28.7139432372,22.1560590828
828,Brooklyn,3,04011,36047080800,27654,30198,38793,28.7139432372,22.1560590828
829,Brooklyn,3,04011,36047081000,27654,30198,38793,28.7139432372,22.1560590828
830,Brooklyn,3,04011,36047082000,27654,30198,38793,28.7139432372,22.1560590828
831,Brooklyn,3,04011,36047082200,27654,30198,38793,28.7139432372,22.1560590828
832,Brooklyn,3,04011,36047087401,27654,30198,38793,28.7139432372,22.1560590828
833,Brooklyn,3,04011,36047087600,27654,30198,38793,28.7139432372,22.1560590828
834,Brooklyn,3,04011,36047087800,27654,30198,38793,28.7139432372,22.1560590828
835,Brooklyn,3,04011,36047088000,27654,30198,38793,28.7139432372,22.1560590828
836,Brooklyn,3,04008,36047114201,35681,40440,53034,32.7205189124,23.747030207
837,Brooklyn,3,04008,36047114202,35681,40440,53034,32.7205189124,23.747030207
838,Brooklyn,3,04008,36047114600,35681,40440,53034,32.7205189124,23.747030207
839,Brooklyn,3,04008,36047117201,35681,40440,53034,32.7205189124,23.747030207
840,Brooklyn,3,04008,36047117202,35681,40440,53034,32.7205189124,23.747030207
841,Brooklyn,3,04008,36047117400,35681,40440,53034,32.7205189124,23.747030207
842,Brooklyn,3,04008,36047117601,35681,40440,53034,32.7205189124,23.747030207
843,Brooklyn,3,04008,36047117602,35681,40440,53034,32.7205189124,23.747030207
844,Brooklyn,3,04008,36047117800,35681,40440,53034,32.7205189124,23.747030207
845,Brooklyn,3,04008,36047118201,35681,40440,53034,32.7205189124,23.747030207
846,Brooklyn,3,04008,36047118202,35681,40440,53034,32.7205189124,23.747030207
847,Brooklyn,3,04008,36047118400,35681,40440,53034,32.7205189124,23.747030207
848,Brooklyn,3,04008,36047118600,35681,40440,53034,32.7205189124,23.747030207
849,Brooklyn,3,04008,36047118800,35681,40440,53034,32.7205189124,23.747030207
850,Brooklyn,3,04008,36047119000,35681,40440,53034,32.7205189124,23.747030207
851,Brooklyn,3,04008,36047120200,35681,40440,53034,32.7205189124,23.747030207
852,Brooklyn,3,04008,36047107000,35681,40440,53034,32.7205189124,23.747030207
853,Brooklyn,3,04008,36047107800,35681,40440,53034,32.7205189124,23.747030207
854,Brooklyn,3,04008,36047109800,35681,40440,53034,32.7205189124,23.747030207
855,Brooklyn,3,04008,36047110400,35681,40440,53034,32.7205189124,23.747030207
856,Brooklyn,3,04008,36047110600,35681,40440,53034,32.7205189124,23.747030207
857,Brooklyn,3,04008,36047111000,35681,40440,53034,32.7205189124,23.747030207
858,Brooklyn,3,04008,36047111600,35681,40440,53034,32.7205189124,23.747030207
859,Brooklyn,3,04008,36047111800,35681,40440,53034,32.7205189124,23.747030207
860,Brooklyn,3,04008,36047112000,35681,40440,53034,32.7205189124,23.747030207
861,Brooklyn,3,04008,36047112400,35681,40440,53034,32.7205189124,23.747030207
862,Brooklyn,3,04008,36047115000,35681,40440,53034,32.7205189124,23.747030207
863,Brooklyn,3,04008,36047115200,35681,40440,53034,32.7205189124,23.747030207
864,Brooklyn,3,04008,36047116000,35681,40440,53034,32.7205189124,23.747030207
865,Brooklyn,3,04008,36047116200,35681,40440,53034,32.7205189124,23.747030207
866,Brooklyn,3,04008,36047116400,35681,40440,53034,32.7205189124,23.747030207
867,Brooklyn,3,04008,36047116600,35681,40440,53034,32.7205189124,23.747030207
868,Brooklyn,3,04008,36047116800,35681,40440,53034,32.7205189124,23.747030207
869,Brooklyn,3,04008,36047117000,35681,40440,53034,32.7205189124,23.747030207
870,Brooklyn,3,04008,36047119200,35681,40440,53034,32.7205189124,23.747030207
871,Brooklyn,3,04008,36047119400,35681,40440,53034,32.7205189124,23.747030207
872,Brooklyn,3,04008,36047119600,35681,40440,53034,32.7205189124,23.747030207
873,Brooklyn,3,04008,36047119800,35681,40440,53034,32.7205189124,23.747030207
874,Brooklyn,3,04008,36047120000,35681,40440,53034,32.7205189124,23.747030207
875,Brooklyn,3,04008,36047120800,35681,40440,53034,32.7205189124,23.747030207
876,Brooklyn,3,04008,36047121000,35681,40440,53034,32.7205189124,23.747030207
877,Brooklyn,3,04008,36047121400,35681,40440,53034,32.7205189124,23.747030207
878,Brooklyn,3,04008,36047122000,35681,40440,53034,32.7205189124,23.747030207
879,Brooklyn,3,04008,36047118000,35681,40440,53034,32.7205189124,23.747030207
880,Brooklyn,3,04008,36047105801,35681,40440,53034,32.7205189124,23.747030207
881,Brooklyn,3,04008,36047105804,35681,40440,53034,32.7205189124,23.747030207
882,Brooklyn,3,04010,36047078000,34457,38310,46096,25.2494793474,16.8908365151
883,Brooklyn,3,04010,36047078200,34457,38310,46096,25.2494793474,16.8908365151
884,Brooklyn,3,04010,36047078400,34457,38310,46096,25.2494793474,16.8908365151
885,Brooklyn,3,04010,36047081400,34457,38310,46096,25.2494793474,16.8908365151
886,Brooklyn,3,04010,36047081600,34457,38310,46096,25.2494793474,16.8908365151
887,Brooklyn,3,04010,36047083000,34457,38310,46096,25.2494793474,16.8908365151
888,Brooklyn,3,04010,36047083200,34457,38310,46096,25.2494793474,16.8908365151
889,Brooklyn,3,04010,36047083400,34457,38310,46096,25.2494793474,16.8908365151
890,Brooklyn,3,04010,36047083600,34457,38310,46096,25.2494793474,16.8908365151
891,Brooklyn,3,04010,36047083800,34457,38310,46096,25.2494793474,16.8908365151
892,Brooklyn,3,04010,36047084000,34457,38310,46096,25.2494793474,16.8908365151
893,Brooklyn,3,04010,36047085000,34457,38310,46096,25.2494793474,16.8908365151
894,Brooklyn,3,04010,36047085400,34457,38310,46096,25.2494793474,16.8908365151
895,Brooklyn,3,04010,36047085600,34457,38310,46096,25.2494793474,16.8908365151
896,Brooklyn,3,04010,36047085800,34457,38310,46096,25.2494793474,16.8908365151
897,Brooklyn,3,04010,36047086000,34457,38310,46096,25.2494793474,16.8908365151
898,Brooklyn,3,04010,36047087000,34457,38310,46096,25.2494793474,16.8908365151
899,Brooklyn,3,04010,36047087200,34457,38310,46096,25.2494793474,16.8908365151
900,Brooklyn,3,04010,36047093200,34457,38310,46096,25.2494793474,16.8908365151
901,Brooklyn,3,04010,36047079000,34457,38310,46096,25.2494793474,16.8908365151
902,Brooklyn,3,04010,36047079200,34457,38310,46096,25.2494793474,16.8908365151
903,Brooklyn,3,04010,36047079400,34457,38310,46096,25.2494793474,16.8908365151
904,Brooklyn,3,04010,36047081800,34457,38310,46096,25.2494793474,16.8908365151
905,Brooklyn,3,04010,36047082400,34457,38310,46096,25.2494793474,16.8908365151
906,Brooklyn,3,04010,36047082600,34457,38310,46096,25.2494793474,16.8908365151
907,Brooklyn,3,04010,36047082800,34457,38310,46096,25.2494793474,16.8908365151
908,Brooklyn,3,04010,36047085200,34457,38310,46096,25.2494793474,16.8908365151
909,Brooklyn,3,04010,36047084600,34457,38310,46096,25.2494793474,16.8908365151
910,Brooklyn,3,04010,36047084800,34457,38310,46096,25.2494793474,16.8908365151
911,Brooklyn,3,04010,36047086200,34457,38310,46096,25.2494793474,16.8908365151
912,Brooklyn,3,04010,36047086400,34457,38310,46096,25.2494793474,16.8908365151
913,Brooklyn,3,04010,36047086600,34457,38310,46096,25.2494793474,16.8908365151
914,Brooklyn,3,04010,36047086800,34457,38310,46096,25.2494793474,16.8908365151
915,Brooklyn,3,04010,36047088200,34457,38310,46096,25.2494793474,16.8908365151
916,Brooklyn,3,04010,36047088400,34457,38310,46096,25.2494793474,16.8908365151
917,Brooklyn,3,04010,36047088600,34457,38310,46096,25.2494793474,16.8908365151
918,Brooklyn,3,04010,36047088800,34457,38310,46096,25.2494793474,16.8908365151
919,Brooklyn,3,04010,36047089000,34457,38310,46096,25.2494793474,16.8908365151
920,Brooklyn,3,04010,36047092800,34457,38310,46096,25.2494793474,16.8908365151
921,Brooklyn,3,04010,36047093000,34457,38310,46096,25.2494793474,16.8908365151
922,Brooklyn,3,04010,36047093400,34457,38310,46096,25.2494793474,16.8908365151
923,Brooklyn,3,04010,36047093600,34457,38310,46096,25.2494793474,16.8908365151
924,Brooklyn,3,04010,36047093800,34457,38310,46096,25.2494793474,16.8908365151
925,Brooklyn,3,04010,36047094600,34457,38310,46096,25.2494793474,16.8908365151
926,Brooklyn,3,04001,36047044900,43874,48025,63081,30.4481539608,23.8677256226
927,Brooklyn,3,04001,36047047700,43874,48025,63081,30.4481539608,23.8677256226
928,Brooklyn,3,04001,36047048100,43874,48025,63081,30.4481539608,23.8677256226
929,Brooklyn,3,04001,36047049100,43874,48025,63081,30.4481539608,23.8677256226
930,Brooklyn,3,04001,36047049500,43874,48025,63081,30.4481539608,23.8677256226
931,Brooklyn,3,04001,36047049700,43874,48025,63081,30.4481539608,23.8677256226
932,Brooklyn,3,04001,36047050100,43874,48025,63081,30.4481539608,23.8677256226
933,Brooklyn,3,04001,36047050300,43874,48025,63081,30.4481539608,23.8677256226
934,Brooklyn,3,04001,36047050500,43874,48025,63081,30.4481539608,23.8677256226
935,Brooklyn,3,04001,36047051100,43874,48025,63081,30.4481539608,23.8677256226
936,Brooklyn,3,04001,36047049900,43874,48025,63081,30.4481539608,23.8677256226
937,Brooklyn,3,04001,36047056100,43874,48025,63081,30.4481539608,23.8677256226
938,Brooklyn,3,04001,36047056300,43874,48025,63081,30.4481539608,23.8677256226
939,Brooklyn,3,04001,36047056500,43874,48025,63081,30.4481539608,23.8677256226
940,Brooklyn,3,04001,36047056900,43874,48025,63081,30.4481539608,23.8677256226
941,Brooklyn,3,04001,36047057100,43874,48025,63081,30.4481539608,23.8677256226
942,Brooklyn,3,04001,36047057300,43874,48025,63081,30.4481539608,23.8677256226
943,Brooklyn,3,04001,36047057500,43874,48025,63081,30.4481539608,23.8677256226
944,Brooklyn,3,04001,36047057900,43874,48025,63081,30.4481539608,23.8677256226
945,Brooklyn,3,04001,36047058900,43874,48025,63081,30.4481539608,23.8677256226
946,Brooklyn,3,04001,36047059100,43874,48025,63081,30.4481539608,23.8677256226
947,Brooklyn,3,04001,36047059300,43874,48025,63081,30.4481539608,23.8677256226
948,Brooklyn,3,04001,36047051300,43874,48025,63081,30.4481539608,23.8677256226
949,Brooklyn,3,04001,36047051500,43874,48025,63081,30.4481539608,23.8677256226
950,Brooklyn,3,04001,36047051700,43874,48025,63081,30.4481539608,23.8677256226
951,Brooklyn,3,04001,36047051900,43874,48025,63081,30.4481539608,23.8677256226
952,Brooklyn,3,04001,36047052300,43874,48025,63081,30.4481539608,23.8677256226
