FID,OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Le_1,Shape_Area,Count_
513,514,104,4,Queens,010400,4010400,E,QN55,South Ozone Park,4113,6736.550089000000300,6736.550495499999700,2007367.706900000100000,0
514,515,106,4,Queens,010600,4010600,I,QN55,South Ozone Park,4113,8845.978321570000800,8845.978176320000800,1862498.886040000000000,1
515,516,111,4,Queens,011100,4011100,I,QN72,Steinway,4101,5447.700340229999700,5447.699953110000000,1622555.246490000000000,0
516,517,112,4,Queens,011200,4011200,I,QN54,Richmond Hill,4111,6398.945814450000400,6398.945868249999900,2029245.471710000000000,0
517,518,113,4,Queens,011300,4011300,E,QN72,Steinway,4101,6050.897732020000100,6050.897739709999800,1922995.922139999900000,1
518,519,114,4,Queens,011400,4011400,E,QN54,Richmond Hill,4111,5044.568239999999600,5044.568516430000300,1308603.170960000000000,0
519,520,115,4,Queens,011500,4011500,E,QN72,Steinway,4101,5907.898690379999600,5907.898701789999900,1997244.203250000000000,0
520,521,116,4,Queens,011600,4011600,E,QN54,Richmond Hill,4111,5806.252834830000200,5806.252659830000100,1502722.833039999900000,0
521,522,117,4,Queens,011700,4011700,I,QN72,Steinway,4101,6365.303259200000000,6365.303548050000200,2290673.044689999900000,0
522,523,119,4,Queens,011900,4011900,E,QN72,Steinway,4101,4488.111420309999600,4488.111996339999700,1199795.297940000000000,0
523,524,121,4,Queens,012100,4012100,E,QN72,Steinway,4101,5080.832383859999900,5080.832040500000400,1484400.398839999900000,0
524,525,124,4,Queens,012400,4012400,E,QN54,Richmond Hill,4111,6137.103836790000100,6137.104029219999600,2103190.409920000000000,0
525,526,126.01,4,Queens,012601,4012601,E,QN54,Richmond Hill,4111,5764.749960940000200,5764.749594689999900,1585195.892030000000000,0
526,527,126.02,4,Queens,012602,4012602,I,QN54,Richmond Hill,4111,5581.885143890000100,5581.885104220000400,1583994.736060000000000,0
527,528,128,4,Queens,012800,4012800,I,QN54,Richmond Hill,4111,5824.971856119999800,5824.972165019999900,1721777.464149999900000,0
528,529,130,4,Queens,013000,4013000,I,QN54,Richmond Hill,4111,7748.102082409999600,7748.101945389999900,2016150.637410000000000,0
529,530,136,4,Queens,013600,4013600,I,QN60,Kew Gardens,4111,5973.832763870000200,5973.833329119999700,1632351.031550000000000,0
530,531,140,4,Queens,014000,4014000,I,QN60,Kew Gardens,4111,7299.169874369999900,7299.170289120000200,2390487.097240000000000,0
531,532,143,4,Queens,014300,4014300,E,QN70,Astoria,4101,5416.759374960000100,5416.759114300000000,1469451.892470000100000,0
532,533,145,4,Queens,014500,4014500,I,QN70,Astoria,4101,4713.297134389999900,4713.296929909999600,1374739.959869999900000,0
533,534,147,4,Queens,014700,4014700,I,QN70,Astoria,4101,6043.088481990000200,6043.088264000000000,1592386.590430000100000,0
534,535,149,4,Queens,014900,4014900,E,QN70,Astoria,4101,4285.463596650000000,4285.463602159999900,1147477.708240000100000,0
535,536,153,4,Queens,015300,4015300,I,QN70,Astoria,4101,4615.607896169999500,4615.608293440000100,1309390.772790000100000,1
536,537,154,4,Queens,015400,4015400,I,QN54,Richmond Hill,4111,7745.387272080000000,7745.386936470000400,1617854.104920000100000,0
537,538,156,4,Queens,015600,4015600,I,QN54,Richmond Hill,4111,7347.451605889999900,7347.451547460000300,2253099.334520000000000,0
538,539,158.02,4,Queens,015802,4015802,E,QN55,South Ozone Park,4113,7751.285639750000000,7751.285591609999800,2997105.573690000000000,0
539,540,161,4,Queens,016100,4016100,E,QN70,Astoria,4101,4505.243233479999600,4505.242858990000100,1157640.011250000000000,1
540,541,164,4,Queens,016400,4016400,E,QN55,South Ozone Park,4113,6846.239777800000400,6846.239218290000300,2129308.758779999800000,0
541,542,166,4,Queens,016600,4016600,E,QN55,South Ozone Park,4113,9392.753171640000800,9392.753479979999600,2185345.332520000200000,0
542,543,168,4,Queens,016800,4016800,E,QN55,South Ozone Park,4113,7492.315168510000100,7492.314921569999600,2276026.568419999900000,0
543,544,172,4,Queens,017200,4017200,I,QN55,South Ozone Park,4113,7468.943432340000100,7468.943602160000400,2076615.113799999900000,0
544,545,180,4,Queens,018000,4018000,E,QN55,South Ozone Park,4113,5791.690787399999900,5791.691134890000300,1533595.211990000000000,0
545,546,185.01,4,Queens,018501,4018501,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4479.673741360000300,4479.673648420000100,1060457.807300000000000,0
546,547,185.02,4,Queens,018502,4018502,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4478.896618570000100,4478.896033959999800,1059000.705450000000000,1
547,548,190,4,Queens,019000,4019000,I,QN76,Baisley Park,4112,6323.596633860000100,6323.596777490000000,2026398.810360000000000,0
548,549,230,4,Queens,023000,4023000,I,QN35,Briarwood-Jamaica Hills,4106,6035.910704619999700,6035.910769240000300,1782960.250019999900000,0
549,550,232,4,Queens,023200,4023200,I,QN35,Briarwood-Jamaica Hills,4106,8955.449623430000400,8955.449430909999100,3557225.095850000200000,0
550,551,247,4,Queens,024700,4024700,I,QN63,Woodside,4109,4478.995004200000000,4478.995346200000300,1000045.870080000000000,0
551,552,259,4,Queens,025900,4025900,E,QN63,Woodside,4109,6688.716810250000000,6688.717051519999600,2014820.411409999900000,0
552,553,261,4,Queens,026100,4026100,E,QN63,Woodside,4109,6592.531474940000400,6592.531131669999900,2384003.424440000200000,1
553,554,266,4,Queens,026600,4026600,E,QN01,South Jamaica,4112,6384.490390439999800,6384.490482989999700,1861807.549150000100000,0
554,555,269.01,4,Queens,026901,4026901,E,QN29,Elmhurst,4107,5493.252944699999700,5493.252577569999600,1230343.827150000000000,0
555,556,269.02,4,Queens,026902,4026902,E,QN29,Elmhurst,4107,3699.992169940000200,3699.992117480000200,844998.181973000060000,0
556,557,270,4,Queens,027000,4027000,I,QN01,South Jamaica,4112,6319.617020499999900,6319.616366070000400,1992018.665890000100000,0
557,558,271,4,Queens,027100,4027100,E,QN29,Elmhurst,4107,6226.773579689999700,6226.773234579999600,1496180.472809999900000,1
558,559,272,4,Queens,027200,4027200,E,QN76,Baisley Park,4112,6068.634496949999600,6068.634696010000000,1653862.627050000000000,0
559,560,273,4,Queens,027300,4027300,E,QN28,Jackson Heights,4102,7545.634062770000100,7545.634202790000000,2316635.954919999900000,0
560,561,274,4,Queens,027400,4027400,I,QN76,Baisley Park,4112,5845.729235429999800,5845.728921380000400,1546920.958930000000000,1
561,562,275,4,Queens,027500,4027500,E,QN28,Jackson Heights,4102,7384.595526209999700,7384.595646830000100,1911640.161379999900000,0
562,563,277,4,Queens,027700,4027700,E,QN28,Jackson Heights,4102,7391.826004020000300,7391.826138739999800,1876123.499529999900000,1
563,564,279,4,Queens,027900,4027900,E,QN28,Jackson Heights,4102,7392.182588859999700,7392.182201579999900,1913241.966610000000000,0
564,565,280,4,Queens,028000,4028000,I,QN08,St. Albans,4112,6793.129142130000200,6793.128304580000100,1775383.345209999900000,0
565,566,281,4,Queens,028100,4028100,I,QN28,Jackson Heights,4102,7391.199602960000400,7391.199095910000300,1877449.700089999900000,0
566,567,282,4,Queens,028200,4028200,I,QN08,St. Albans,4112,7042.188995020000200,7042.188871389999800,1960190.049110000000000,0
567,568,283,4,Queens,028300,4028300,E,QN28,Jackson Heights,4102,7388.436318359999900,7388.435871810000200,1913172.876239999900000,1
568,569,285,4,Queens,028500,4028500,I,QN28,Jackson Heights,4102,7390.113938550000100,7390.113772880000400,1701419.357210000000000,0
569,570,287,4,Queens,028700,4028700,E,QN28,Jackson Heights,4102,7939.874905790000400,7939.875176980000100,2104983.177800000200000,0
570,571,289,4,Queens,028900,4028900,E,QN28,Jackson Heights,4102,7304.219619999999800,7304.219919830000400,1859020.495010000000000,0
571,572,309.03,4,Queens,030903,4030903,E,QN28,Jackson Heights,4102,7799.356741640000100,7799.356752300000200,3785525.435860000100000,0
572,573,327,4,Queens,032700,4032700,E,QN28,Jackson Heights,4102,5723.349614110000400,5723.349447550000100,1623732.617980000100000,0
573,574,329,4,Queens,032900,4032900,I,QN28,Jackson Heights,4102,9138.348591179999900,9138.348805379999200,4703696.808100000000000,0
574,575,337,4,Queens,033700,4033700,E,QN28,Jackson Heights,4102,5720.837963130000400,5720.837993219999600,1623669.389830000000000,0
575,576,339,4,Queens,033900,4033900,E,QN28,Jackson Heights,4102,5716.863911579999700,5716.864072600000300,1623371.579829999900000,0
576,577,347,4,Queens,034700,4034700,I,QN28,Jackson Heights,4102,13359.731613200000000,13359.731867099999000,3982039.528549999900000,0
577,578,351,4,Queens,035100,4035100,E,QN28,Jackson Heights,4102,5464.055303180000000,5464.054977650000200,1498730.116209999900000,0
578,579,353,4,Queens,035300,4035300,E,QN27,East Elmhurst,4102,6205.730038550000200,6205.730109870000000,1670746.111100000100000,1
579,580,361,4,Queens,036100,4036100,E,QN27,East Elmhurst,4102,7450.199914060000100,7450.200057150000200,1693935.061400000000000,0
580,581,363,4,Queens,036300,4036300,E,QN27,East Elmhurst,4102,5217.350090160000000,5217.349863770000400,1449334.766000000100000,1
581,582,365,4,Queens,036500,4036500,E,QN27,East Elmhurst,4102,5481.940359520000100,5481.940866109999700,1787997.771400000000000,0
582,583,367,4,Queens,036700,4036700,E,QN27,East Elmhurst,4102,6263.780186240000100,6263.780466420000300,2109115.510280000000000,0
583,584,371,4,Queens,037100,4037100,I,QN27,East Elmhurst,4102,6834.803534470000200,6834.803526450000400,1941692.358440000100000,0
584,585,375,4,Queens,037500,4037500,E,QN26,North Corona,4102,10390.031205499999000,10390.031250599999000,1649123.611020000000000,0
585,586,377,4,Queens,037700,4037700,E,QN26,North Corona,4102,5048.003937329999600,5048.004097809999600,1580389.238940000100000,0
586,587,379,4,Queens,037900,4037900,E,QN26,North Corona,4102,6143.374145869999700,6143.373667539999600,2120846.216099999800000,0
587,588,384,4,Queens,038400,4038400,I,QN08,St. Albans,4112,7759.308070039999600,7759.307792740000000,3206706.041180000200000,0
588,589,394,4,Queens,039400,4039400,I,QN08,St. Albans,4112,10859.924338400000000,10859.924364700000000,3749393.953999999900000,0
589,590,399,4,Queens,039900,4039900,E,QN25,Corona,4107,6230.526352439999800,6230.526855119999700,1819609.067880000000000,0
590,591,400,4,Queens,040000,4040000,I,QN08,St. Albans,4112,6271.308402190000400,6271.308461210000100,2112654.168450000200000,0
591,592,401,4,Queens,040100,4040100,E,QN26,North Corona,4102,6928.199739060000000,6928.199488700000100,2267584.232929999900000,0
592,593,402,4,Queens,040200,4040200,I,QN08,St. Albans,4112,6713.984778809999600,6713.984820720000200,2352448.849930000000000,0
593,594,403,4,Queens,040300,4040300,E,QN26,North Corona,4102,6602.045316789999600,6602.045088030000400,2137395.083699999800000,1
594,595,411,4,Queens,041100,4041100,E,QN25,Corona,4107,5258.327301129999800,5258.327471700000400,1481730.546709999900000,0
595,596,413,4,Queens,041300,4041300,E,QN25,Corona,4107,5605.051815169999800,5605.052158180000300,1709061.385240000000000,0
596,597,415,4,Queens,041500,4041500,E,QN25,Corona,4107,5633.033626980000000,5633.033683810000200,1866262.144570000000000,0
597,598,434,4,Queens,043400,4043400,I,QN01,South Jamaica,4112,7226.755788630000100,7226.755436249999500,2213959.940680000000000,0
598,599,443.01,4,Queens,044301,4044301,E,QN25,Corona,4107,5794.711613780000300,5794.711297249999900,1437697.759950000100000,0
599,600,443.02,4,Queens,044302,4044302,E,QN25,Corona,4107,6885.487959979999700,6885.487721669999700,2992542.427480000100000,0
600,601,446.02,4,Queens,044602,4044602,E,QN61,Jamaica,4112,5531.970719510000000,5531.970943760000400,1830580.382160000000000,0
601,602,448,4,Queens,044800,4044800,E,QN35,Briarwood-Jamaica Hills,4106,7015.866824810000300,7015.866456490000000,2240965.602500000000000,0
602,603,457,4,Queens,045700,4045700,E,QN29,Elmhurst,4107,5578.626223540000000,5578.626172209999800,1620253.949060000000000,0
603,604,459,4,Queens,045900,4045900,I,QN29,Elmhurst,4107,5413.886860300000100,5413.886750660000000,1473337.196490000000000,0
604,605,461,4,Queens,046100,4046100,E,QN29,Elmhurst,4107,5429.071501540000100,5429.071527830000400,1226622.478670000100000,0
605,606,463,4,Queens,046300,4046300,E,QN29,Elmhurst,4107,6629.769924350000100,6629.769828880000200,1710782.389840000100000,0
606,607,465,4,Queens,046500,4046500,E,QN29,Elmhurst,4107,4914.474523959999700,4914.474241879999700,1396723.074550000000000,0
607,608,467,4,Queens,046700,4046700,E,QN29,Elmhurst,4107,6450.862938489999600,6450.863004089999800,1528977.807749999900000,0
608,609,469,4,Queens,046900,4046900,E,QN29,Elmhurst,4107,7268.129457590000100,7268.129255630000400,1629557.674060000100000,0
609,610,481,4,Queens,048100,4048100,E,QN29,Elmhurst,4107,5593.273657210000200,5593.273765060000200,1496671.478500000000000,0
610,611,483,4,Queens,048300,4048300,E,QN50,Elmhurst-Maspeth,4109,7509.356140859999900,7509.355307179999700,2399980.666960000100000,0
611,612,484,4,Queens,048400,4048400,I,QN07,Hollis,4112,8758.239486099999300,8758.239345789999800,4466742.417680000000000,0
612,613,489,4,Queens,048900,4048900,E,QN50,Elmhurst-Maspeth,4109,9403.782417750000600,9403.781645150000300,3743760.608659999900000,0
613,614,495,4,Queens,049500,4049500,I,QN30,Maspeth,4110,6479.312804250000200,6479.311730260000300,1321263.578310000000000,0
614,615,496,4,Queens,049600,4049600,I,QN34,Queens Village,4105,6798.282498739999900,6798.282355590000400,2943687.133059999900000,0
615,616,499,4,Queens,049900,4049900,E,QN29,Elmhurst,4107,10321.091736300001000,10321.092350800000000,5062212.217260000300000,3
616,617,502.01,4,Queens,050201,4050201,I,QN07,Hollis,4112,5546.256252160000300,5546.256712680000400,1810554.441440000000000,0
617,618,502.02,4,Queens,050202,4050202,I,QN07,Hollis,4112,5227.638081099999900,5227.638218019999800,1645285.269649999900000,0
618,619,504,4,Queens,050400,4050400,I,QN07,Hollis,4112,6260.060031400000300,6260.060123029999900,2327566.973919999800000,0
619,620,506,4,Queens,050600,4050600,I,QN07,Hollis,4112,6188.532324150000000,6188.532496220000200,2218357.202699999800000,0
620,621,508,4,Queens,050800,4050800,I,QN07,Hollis,4112,6330.865825580000100,6330.865649200000000,2363416.208960000000000,1
621,622,510,4,Queens,051000,4051000,I,QN07,Hollis,4112,7777.708751270000000,7777.709099249999800,1989781.048939999900000,0
622,623,512,4,Queens,051200,4051200,I,QN34,Queens Village,4105,10480.701642599999000,10480.701924800000000,4044798.568450000100000,0
623,624,516,4,Queens,051600,4051600,I,QN34,Queens Village,4105,7138.184902189999800,7138.184972879999800,1983892.307620000100000,0
624,625,518,4,Queens,051800,4051800,I,QN08,St. Albans,4112,6248.978060970000100,6248.978037099999700,1827883.965090000100000,0
625,626,520,4,Queens,052000,4052000,I,QN08,St. Albans,4112,6270.784250650000100,6270.784135680000000,1853858.071719999900000,0
626,627,522,4,Queens,052200,4052200,I,QN08,St. Albans,4112,6248.712034600000200,6248.711602899999900,1827899.274150000000000,0
627,628,524,4,Queens,052400,4052400,I,QN08,St. Albans,4112,6098.594359699999600,6098.594546319999600,2111656.356290000000000,0
628,629,525,4,Queens,052500,4052500,I,QN30,Maspeth,4110,6442.922557109999600,6442.922488649999700,2175165.133650000200000,0
629,630,526,4,Queens,052600,4052600,I,QN08,St. Albans,4112,5832.436376210000200,5832.436595780000100,1962757.568650000000000,0
630,631,530,4,Queens,053000,4053000,I,QN08,St. Albans,4112,6368.352069810000100,6368.352085360000300,2477581.008179999900000,0
631,632,532,4,Queens,053200,4053200,I,QN34,Queens Village,4105,8791.729667310000900,8791.729793489999800,2043401.869759999900000,0
632,633,534.01,4,Queens,053401,4053401,I,QN33,Cambria Heights,4105,7981.299275590000400,7981.298645249999900,2799985.734869999800000,0
633,634,536.01,4,Queens,053601,4053601,I,QN34,Queens Village,4105,6664.497814960000100,6664.497776790000000,2059465.962589999900000,0
634,635,540,4,Queens,054000,4054000,E,QN34,Queens Village,4105,10379.223361700000000,10379.223650399999000,5627808.994160000200000,0
635,636,542,4,Queens,054200,4054200,I,QN34,Queens Village,4105,10029.063543900000000,10029.063690900000000,5824785.514600000300000,0
636,637,545,4,Queens,054500,4054500,E,QN20,Ridgewood,4110,4479.233256470000000,4479.232915300000100,1221365.630279999900000,0
637,638,547,4,Queens,054700,4054700,E,QN20,Ridgewood,4110,5473.122491420000200,5473.122837629999600,1390289.566580000100000,0
638,639,549,4,Queens,054900,4054900,E,QN20,Ridgewood,4110,6164.840001149999800,6164.839691209999700,1767826.997400000000000,0
639,640,551,4,Queens,055100,4055100,E,QN20,Ridgewood,4110,5974.206600499999700,5974.206447480000000,1669725.757770000000000,0
640,641,553,4,Queens,055300,4055300,E,QN20,Ridgewood,4110,5786.257731820000100,5786.257389489999700,1475828.772010000000000,0
641,642,555,4,Queens,055500,4055500,E,QN20,Ridgewood,4110,6355.662524170000300,6355.662508370000100,1654116.415560000100000,0
642,643,556,4,Queens,055600,4055600,I,QN34,Queens Village,4105,6237.494639980000100,6237.494452699999800,2442153.132319999900000,0
643,644,558,4,Queens,055800,4055800,I,QN34,Queens Village,4105,5807.586702339999600,5807.586893200000300,2070613.464429999900000,0
644,645,583,4,Queens,058300,4058300,I,QN20,Ridgewood,4110,5069.108336919999600,5069.107606599999600,1528044.112610000000000,0
645,646,585,4,Queens,058500,4058500,E,QN20,Ridgewood,4110,5622.547187629999800,5622.547350789999700,1842456.940890000000000,0
646,647,587,4,Queens,058700,4058700,E,QN20,Ridgewood,4110,5093.748211809999700,5093.748356350000000,1549455.406290000100000,0
647,648,589,4,Queens,058900,4058900,E,QN20,Ridgewood,4110,5626.449798249999700,5626.449733350000300,1780244.836390000100000,1
648,649,591,4,Queens,059100,4059100,E,QN20,Ridgewood,4110,6258.850435020000100,6258.850919690000400,2174921.215040000200000,0
649,650,593,4,Queens,059300,4059300,E,QN20,Ridgewood,4110,7184.620946740000400,7184.620626250000000,2719007.405030000000000,0
650,651,594,4,Queens,059400,4059400,I,QN33,Cambria Heights,4105,7041.475864560000400,7041.476197480000300,2389902.314360000200000,0
651,652,596,4,Queens,059600,4059600,I,QN33,Cambria Heights,4105,6089.767245050000400,6089.766865180000400,2094112.177130000000000,0
652,653,598,4,Queens,059800,4059800,I,QN33,Cambria Heights,4105,6172.235932010000400,6172.235932759999700,2227865.322389999900000,0
653,654,599,4,Queens,059900,4059900,I,QN30,Maspeth,4110,6220.118653599999600,6220.117520070000000,1368119.132210000000000,0
654,655,600,4,Queens,060000,4060000,E,QN33,Cambria Heights,4105,5784.241517440000300,5784.241575119999700,1902339.520330000000000,0
655,656,606,4,Queens,060600,4060600,I,QN33,Cambria Heights,4105,6180.975571400000300,6180.975509930000000,2317297.109999999900000,0
656,657,608,4,Queens,060800,4060800,I,QN33,Cambria Heights,4105,6176.486214180000400,6176.486143350000000,2271701.613320000000000,1
