,GEO.id2,PUMA,youth_pop,Income,Education_level,hotspot,withoutHSI,WithoutDevice,score,RANK
1778,36047000100,04004,23.8928845642,69.4354748435,52.5996755741,96.9696969697,24.9479904045,12.6145345177,58.4147634728,1779
1779,36047065800,04009,24.8374387268,71.5455555269,43.9681842487,96.9696969697,28.9517597448,13.8927392503,58.4099052006,1780
1780,36061007300,03810,41.9109872845,62.8951288609,53.2471676133,100.0,5.636643901,5.28365247213,58.3988288943,1781
1781,36047018300,04004,45.5814306904,63.7790292165,45.5633536791,100.0,24.9479904045,12.6145345177,58.3767719636,1782
1782,36081055600,04105,30.0396045532,71.263981814,37.8282095263,100.0,15.7357361117,9.82586649765,58.3766740247,1783
1783,36047001500,04004,51.0468038721,64.8394513187,46.4784619867,48.4848484848,24.9479904045,12.6145345177,58.3686566218,1784
1784,36081064500,04108,25.1348680662,68.0069403184,55.152394775,100.0,26.5796704088,17.4024953335,58.3581437702,1785
1785,36081052600,04112,28.9132844389,69.8711821791,43.9436035662,100.0,41.6849237487,18.4974882428,58.3482944554,1786
1786,36081067700,04110,31.8434451171,66.0268829704,53.9086136805,100.0,19.6409484794,13.1763419121,58.3316140455,1787
1787,36047070600,04009,27.7483396673,67.389975287,54.0181792741,100.0,28.9517597448,13.8927392503,58.3304475543,1788
1788,36047078400,04010,32.6363643369,65.401307122,55.152394775,100.0,44.3487522849,21.6067519867,58.3294613431,1789
1789,36047013700,04005,40.3099804105,63.1465647146,53.785207275,100.0,1.53948632809,7.27419030376,58.3144468379,1790
1790,36047068000,04009,28.5860084736,75.5999586681,23.8613663286,100.0,28.9517597448,13.8927392503,58.3124697917,1791
1791,36047045000,04014,22.66706566,70.2448916329,49.7469893696,100.0,61.5745372698,18.2887909511,58.2801138249,1792
1792,36081069400,04105,37.0848438115,68.8301344149,36.9705765932,100.0,15.7357361117,9.82586649765,58.2137881909,1793
1793,36047052800,04015,31.15859509,68.9532690966,43.5734474066,100.0,35.9809095879,15.6602478177,58.1957554356,1794
1794,36047028501,04002,54.2007215954,62.2174575702,39.5745053278,100.0,45.850409509,19.0458175704,58.1890838877,1795
1795,36061001401,03809,19.7117713668,70.3043062695,53.2144102789,96.9696969697,63.5074933907,24.9802930224,58.1877144534,1796
1796,36047073000,04009,30.3157876402,67.5992181378,49.279378902,100.0,28.9517597448,13.8927392503,58.1790252661,1797
1797,36047093600,04010,22.9875717153,70.4063444499,47.970074333,100.0,44.3487522849,21.6067519867,58.1426898044,1798
1798,36081053500,04110,35.1981528709,78.1832037405,5.28789613005,100.0,19.6409484794,13.1763419121,58.0670500661,1799
1799,36081157903,04105,27.0693085764,69.0673624207,47.3182933925,100.0,15.7357361117,9.82586649765,58.0645160151,1800
1800,36081063700,04110,26.5197427407,68.0383698001,51.5745772437,100.0,19.6409484794,13.1763419121,58.0567941452,1801
1801,36047055500,04001,55.5116820883,57.7157224906,52.9495494331,100.0,29.0919568504,14.5642165423,58.0268516237,1802
1802,36085014608,03901,30.4794097565,66.4716316637,52.0560644998,100.0,14.539637817,8.7031930208,58.0088900257,1803
1803,36061009300,03807,26.9266384655,68.53736664,52.851988821,81.8181818182,14.2679710987,7.90933146454,57.9801841141,1804
1804,36005051600,03703,20.0453818193,71.3406180844,47.7728767027,96.9696969697,46.9538035493,18.6737513284,57.9573152183,1805
1805,36085013800,03901,24.2532435443,68.5343528541,51.9139256877,100.0,14.539637817,8.7031930208,57.9495755011,1806
1806,36047005000,04013,24.8031988818,68.3660113835,51.6961735769,100.0,25.927690812,15.1283159433,57.9244089829,1807
1807,36081093401,04114,23.8061017266,69.0634875531,50.3600625067,100.0,35.0973603822,21.7267576289,57.9124379151,1808
1808,36081053200,04105,31.3312971062,65.9394831788,52.2826376006,100.0,15.7357361117,9.82586649765,57.9034825394,1809
1809,36081161700,04105,33.3812113992,66.0742424634,49.3246920723,100.0,15.7357361117,9.82586649765,57.9018923167,1810
1810,36081030600,04105,31.9922912053,68.2613899581,43.229317852,100.0,15.7357361117,9.82586649765,57.8961927998,1811
1811,36081063800,04105,35.1332290461,64.6874704003,51.636769775,100.0,15.7357361117,9.82586649765,57.8213071053,1812
1812,36085025100,03903,33.6665189784,64.6831649919,53.3555737661,100.0,33.5784476048,20.1846986961,57.8104057083,1813
1813,36081060600,04105,26.550422384,68.4133708765,48.7266919638,100.0,15.7357361117,9.82586649765,57.8078195941,1814
